name,longitude,latitude,geometry,nearest_tract_index,nearest_tract,distance_to_nearest_tract
WALGREEN EASTERN CO INC,-73.888710353,42.698407235,POINT (-73.888710353 42.69840723499999),1566,014614,1781.6106165888366
SHUBH NY INC,-78.847543261,42.819996044,POINT (-78.847543261 42.819996043999986),1591,017400,554.9054488168946
RINCONCITO CHAPIN CORP,-74.007341775,40.604451038,POINT (-74.007341775 40.60445103799999),5261,017800,356.6348718775383
RUMBLE MARY,-75.674995005,43.899249604,POINT (-75.674995005 43.899249604),3442,950302,4095.20856744403
GOURMET MINI MART INC,-75.909912929,42.100683703,POINT (-75.909912929 42.100683702999994),4031,001200,47.38398786204439
FAMA FOOD CORP,-73.901121534,40.857281479,POINT (-73.90112153400001 40.857281479),5220,023704,130.5262096131005
AHMED INTERNATIONAL INC,-73.967452717,40.76299897,POINT (-73.967452717 40.76299896999999),4393,011402,55.708042561117495
KK FOOD MART INC,-78.789053,42.778722673,POINT (-78.789053 42.77872267299999),1971,012903,1288.2363715544145
DOLLAR TREE STORES INC,-73.027017685,40.867814935,POINT (-73.027017685 40.867814934999984),1836,158116,604.4122955505713
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.779143204,42.668563175,POINT (-73.779143204 42.668563175),4860,000501,333.73574216608364
BROADWAY STARS DELI CORP,-73.968425018,40.799997487,POINT (-73.968425018 40.799997487),3483,019100,444.38687781584076
BEDFORD FLAMING GRILL INC,-73.94682829,40.600019903,POINT (-73.94682829000001 40.60001990300001),5092,057600,64.92251004351334
WAL-MART STORES EAST LP,-72.94711434,40.880047386,POINT (-72.94711434 40.88004738600001),1713,158708,1055.282097150658
ALIDORO CORP,-74.002874137,40.725728502,POINT (-74.002874137 40.72572850200001),2647,004900,215.3522688091411
ABBOTSFORD ROAD COFFEE SPECIALISTS INC,-73.985348332,40.679227296,POINT (-73.985348332 40.67922729599999),2480,011901,334.79918884727186
K&A PLUS OF NEW YORK INC,-73.892582037,40.770428605,POINT (-73.892582037 40.770428605),2040,031700,67.12278964701014
SUSHI MARU EXPRESS INC,-73.781511476,41.273510356,POINT (-73.781511476 41.273510355999996),4890,014808,1960.4177650088607
SEHAR INTERNATIONAL INC,-73.540111442,40.680711982,POINT (-73.540111442 40.680711982000005),813,414800,356.092855893021
A PLUS CONVENIENCE STORES INC,-78.337939977,42.035934172,POINT (-78.337939977 42.035934172),3120,961200,3219.9471349452806
535 8TH AVENUE CORP,-73.992416791,40.753956656,POINT (-73.992416791 40.75395665600001),3662,011100,262.28228830945096
SAM GOURMET DELI & GROCERY CORP,-73.952693694,40.823811144,POINT (-73.952693694 40.823811144),3593,022500,338.2757001529352
LOLYS PHARMACY INC,-73.904936376,40.858829017,POINT (-73.904936376 40.85882901699999),2559,023900,174.57367306090427
DARIOS DELIGHTS CORP,-73.906516784,40.862536962,POINT (-73.906516784 40.86253696200001),2567,025300,237.05993253088712
BOWMAN NICKY,-75.856565552,42.847961678,POINT (-75.856565552 42.84796167800001),2353,030502,7045.974473367742
AEGIS VENTURE PARTNERS INC,-77.579192835,43.148248639,POINT (-77.579192835 43.148248639),1601,003101,192.5830557667988
CVS ALBANY LLC,-73.709442734,40.689585107,POINT (-73.709442734 40.68958510699999),1041,409800,430.3006154438803
CVS ALBANY LLC,-73.820720629,40.825602482,POINT (-73.820720629 40.825602481999994),5285,015800,195.190373814738
SALS PLACE DELI & GROCERY 1 CORP,-73.863665477,40.849412703,POINT (-73.863665477 40.849412703),2554,023000,198.5939876672442
SAMMY GROCERY & DELI CORP,-73.893834797,40.850768392,POINT (-73.893834797 40.85076839199999),3189,037504,110.86314736917298
HEAVEN FARM CORP,-73.925436332,40.663138191,POINT (-73.925436332 40.663138190999994),795,088400,125.75518863525251
DOLGEN NEW YORK LLC,-78.799434238,42.774952954,POINT (-78.799434238 42.77495295400001),1971,012903,706.6175935957359
UNITED REFINING CO OF PA INC,-76.570232891,42.935176512,POINT (-76.570232891 42.93517651199999),4204,042100,1254.17519562161
RITE AID OF NEW YORK INC,-73.969377118,41.504999656,POINT (-73.969377118 41.504999656),951,210101,794.1056070161603
DELI GROCERY SHEF PEPIN INC,-73.754586826,40.602152134,POINT (-73.754586826 40.602152134),4082,100803,273.2591557282049
CONSUMERS BEVERAGES INC,-78.683287212,42.892461621,POINT (-78.683287212 42.892461620999995),4268,014300,958.5109063519285
OUR COMMUNITY GROCERY CORP,-73.939083914,40.808170177,POINT (-73.939083914 40.80817017699998),136,020600,28.574251153390403
TINEO FAUSTO A,-73.924783885,40.704816701,POINT (-73.924783885 40.704816700999984),4661,042700,239.1746769762137
HAR SIDDHI CORPORATION,-73.869382857,40.748850485,POINT (-73.869382857 40.748850485000006),2078,046500,222.9770916999024
A PLUS CONVENIENCE STORES INC,-77.546767694,42.905305085,POINT (-77.546767694 42.90530508500001),4304,050502,2374.3100033378155
FROG POND FARMS LLC,-75.481514025,42.27429777,POINT (-75.481514025 42.27429776999999),4281,970901,3250.9906066671465
SULIMAN TOM MOHAMED,-73.988746355,40.688298233,POINT (-73.988746355 40.688298233),5055,004300,72.84998281154505
REID STORES INC,-78.554449314,43.332902386,POINT (-78.554449314 43.332902386),2600,024102,853.92987478465
99 CENTS FACTORY INC,-73.922420775,40.817148034,POINT (-73.922420775 40.81714803399999),3737,006500,69.98582490913196
INNIS AVENUE KWIK MART INC,-73.902500595,41.714169002,POINT (-73.902500595 41.714169002000006),1020,220300,1034.3862293868124
JOHNSON GARY R,-75.615920944,43.974103059,POINT (-75.615920944 43.974103059),3953,061000,4293.348533078212
CORNER STORE 1 CORP THE,-78.800721783,42.872118951,POINT (-78.800721783 42.87211895099998),223,001900,815.8076593003979
BOBS COUNTRY STORE LLC,-74.776383152,42.741491139,POINT (-74.776383152 42.74149113899999),4410,590600,7360.206147625503
SAN MIGUEL PLCKS DELI LLC,-74.133169397,40.631952021,POINT (-74.133169397 40.631952021),3567,021300,490.4669825678859
VANA MARIA DELI INC,-74.024180097,40.626148056,POINT (-74.024180097 40.626148056),3312,013600,157.91600036423222
FORT MONTGOMERY SERVICE CENTR INC,-73.987331839,41.33096603,POINT (-73.987331839 41.33096603),2839,013800,1642.0882626000332
PBRS WEBSTER INC,-77.431949953,43.211698473,POINT (-77.431949953 43.211698473000006),1600,011403,504.88481661966404
SENCION VILLEGAS MORALES,-73.869142632,40.871638619,POINT (-73.869142632 40.871638619),4843,033602,119.31488882970145
GUMENI GROCERY STORE LLC,-77.629153755,43.146503904,POINT (-77.629153755 43.14650390399999),5085,002700,321.4150575036171
MANGO RICO MARKET INC,-73.890089595,40.749031701,POINT (-73.890089595 40.749031701),2037,028700,221.65050632552365
CVS ALBANY LLC,-73.932884826,42.715430042,POINT (-73.932884826 42.715430042),1214,014616,2009.836653720529
SEANS QUALITY DELI LLC,-73.867375056,40.897686263,POINT (-73.867375056 40.89768626299998),5216,044902,185.68936469835964
PENNSYLVANIA DELI GROCERY CORP,-73.893875533,40.66491901,POINT (-73.893875533 40.66491900999999),1090,112600,64.60053508251752
FRANCIS W MURPHY INC,-76.421188152,42.713785387,POINT (-76.421188152 42.713785387),3599,040900,6607.836775155508
OCOA DELI GROCERY INC,-73.86328804,40.830404768,POINT (-73.86328804 40.830404768),466,007000,207.51967802220744
KELKENBERG FARM OF CLARENCE LLC,-78.643151977,43.05836287,POINT (-78.643151977 43.05836287),605,014701,1352.7363094223638
HVBK LLC,-73.882618218,41.210506894,POINT (-73.882618218 41.210506894),2699,013800,1936.8777133411415
99 JOHNS MARKET PLACE INC,-74.006216924,40.708133336,POINT (-74.006216924 40.708133336),3533,001502,389.3343599047038
SIX FLAGS DARIEN LLC,-78.39075257,42.928782254,POINT (-78.39075257 42.92878225399999),929,951400,5428.27642096208
CUMBERLAND FARMS INC,-73.635402868,43.300450087,POINT (-73.635402868 43.300450086999994),3205,060200,589.3668704536852
CVS ALBANY LLC,-73.778443399,41.126065297,POINT (-73.77844339900001 41.12606529699998),2690,012102,715.4240788285343
NEW DREAMLAND DELI CORP,-73.907537616,40.709758001,POINT (-73.907537616 40.70975800099999),1371,059501,217.9136284417434
ELIS GROCERY CORP,-73.865337332,40.753130326,POINT (-73.865337332 40.753130326),2175,040702,180.12956876455752
PACO MEAT & FRUIT MARKET CORP,-73.889597158,40.844533639,POINT (-73.889597158 40.844533639),518,036901,193.70768911773573
G & M FRIENDS DELI GROCERY LLC,-73.87498046,40.829234193,POINT (-73.87498046 40.829234193000005),1192,004800,252.6482340214469
VITAMIN SHOPPE INDUSTRIES INC,-74.010104367,41.096083522,POINT (-74.010104367 41.09608352199999),3504,011303,882.8983587764372
HALSEY & LEWIS LLC,-73.938880653,40.68596161,POINT (-73.938880653 40.68596161000001),4567,027700,96.82124236858449
NFM BROADWAY LLC,-73.979103311,40.78461288,POINT (-73.979103311 40.78461287999999),3541,016500,427.3704683309081
MON HTARNI,-78.897711131,42.956542653,POINT (-78.897711131 42.956542653),233,005801,559.4557661465632
MUSA GOURMET DELI CORP,-73.922667454,40.836122064,POINT (-73.922667454 40.836122063999994),487,019900,244.31590612796296
STOP SMOKE IN SHOP CONVENIENCE CO,-78.867176445,42.940271074,POINT (-78.867176445 42.940271073999995),4212,005400,103.43360394118451
KA WING HONG CORP,-73.983243217,40.612361124,POINT (-73.983243217 40.612361123999996),4698,043200,285.69349661880597
NEW YORK FOOD MARKET INC,-73.870632515,40.748914942,POINT (-73.870632515 40.74891494199999),2171,027301,208.437750925925
BURGANDY & WHITE MKTS INC,-73.958059118,40.781642585,POINT (-73.958059118 40.781642585),3481,015002,96.11071929938556
RED BRICK SERVICES INC,-74.421214841,41.44652926,POINT (-74.421214841 41.44652925999999),3381,015100,900.393838464717
TUG HILL ARTISAN ROASTERS LLC,-75.490224834,43.784761356,POINT (-75.490224834 43.784761356),3444,950301,2775.8324992196644
OCEAN LAKE FOODS INC,-72.650713672,40.936702824,POINT (-72.65071367200001 40.936702824),404,169904,1709.5385562663791
IMPERIAL MEAT MARKET CORP,-73.950226733,40.594277839,POINT (-73.950226733 40.594277839),2436,059403,204.57683904617917
MOM & SON INC,-73.844390537,40.721092597,POINT (-73.844390537 40.721092597),4146,073900,288.85667870758766
ARCANGEL DELI GROCERY CORP,-73.984936445,40.638691197,POINT (-73.984936445 40.638691197000014),4495,023000,111.8628990320661
AL MALIK EXOTICS LLC,-73.455795196,40.680145533,POINT (-73.455795196 40.68014553299999),1076,521601,551.7778069766783
EV ENTERPRISES LTD,-73.895301462,40.746319653,POINT (-73.895301462 40.74631965299999),1469,026300,158.48643845579014
FOUR NIECES LLC,-73.926241581,40.616921131,POINT (-73.926241581 40.616921131),4477,068200,181.1704899441447
SS GROCERY STORE INC,-75.918810068,44.327181594,POINT (-75.918810068 44.327181594),3796,060102,5938.197337673119
JEROME AVE DOLLAR DISCOUNT & GROCERY COR,-73.904289628,40.857364824,POINT (-73.904289628 40.857364823999994),2559,023900,209.54284352707506
7 STARS SEAFOOD MARKET INC,-73.963650602,40.649102149,POINT (-73.963650602 40.649102149),4829,050600,271.55166584556343
MIRABITO HOLDINGS INC,-76.095475152,42.089756265,POINT (-76.09547515200002 42.08975626499999),2137,013301,1146.1432728618795
JULIE & C INC,-73.987014403,40.747696506,POINT (-73.987014403 40.747696506),2673,007600,27.919039676524427
"KPH HEALTHCARE SERVICES, INC.",-76.188553207,43.101229851,POINT (-76.188553207 43.101229851),1163,013600,400.54457268097957
L & H 177 CORP,-73.987125044,40.703193671,POINT (-73.987125044 40.70319367100001),5227,002100,27.81599196790018
A&P BEVERAGE CORP,-74.413679426,41.467120369,POINT (-74.413679426 41.467120369),1649,011301,133.2959994481525
S&N DISCOUNT INC,-73.941967624,40.794973332,POINT (-73.941967624 40.794973332000005),3585,018000,209.99723747756357
GNN DELI CORP,-73.95575334,40.577844531,POINT (-73.95575334 40.577844531000004),1393,061004,225.31961703247546
AAA GPO INC,-73.703939092,40.659147105,POINT (-73.703939092 40.659147105),1067,410800,726.5903768155329
BIG LOU DELI & GROCERY CORP,-73.753686777,40.700404048,POINT (-73.753686777 40.700404047999996),2975,052000,117.55775267061226
NEW JUABEN AFRICAN MKT LLC,-73.856568185,40.894488902,POINT (-73.856568185 40.89448890199999),5284,042000,321.05438137013954
WALGREEN EASTERN CO INC,-78.868990456,42.958918001,POINT (-78.868990456 42.958918001),4488,008500,624.0349946271641
A PLUS CONVENIENCE STORES INC,-78.530361987,42.939314154,POINT (-78.530361987 42.939314154),3261,980400,2014.5780469391857
CUMBERLAND FARMS INC,-73.675510862,43.297681628,POINT (-73.675510862 43.29768162800001),3927,070802,1235.4581456760072
SPEEDWAY LLC,-72.425176498,40.89268453,POINT (-72.425176498 40.892684530000004),399,190802,2637.6958744255967
DOLGEN NEW YORK LLC,-78.412544699,42.525450141,POINT (-78.412544699 42.52545014099999),1492,971000,4723.057217319008
CHOCOLATE DUCK LTD,-73.445976215,40.732075279,POINT (-73.445976215 40.732075279),900,520402,364.4686189623844
PLAZA PIAXTLA BAKERY INC,-73.908546965,40.703447014,POINT (-73.90854696500001 40.70344701399999),4003,054700,100.42029474739815
ALL AMERICAN MARKET OF CNY INC,-76.152083295,43.065470053,POINT (-76.152083295 43.06547005299999),5386,001400,370.46295827616586
CEDAR RUN BAKERY LLC,-73.794498599,44.25702037,POINT (-73.794498599 44.25702036999999),1954,960902,11501.712566826885
MIKE DELI & GRILL CORP,-73.943263383,40.708691194,POINT (-73.943263383 40.70869119399999),4828,050500,158.8102400954555
JOHNS FAMILY FISH MARKET CORP,-73.977201625,40.596418619,POINT (-73.977201625 40.596418619000005),4650,040000,178.77177762361916
STW GRILL & DELI INC,-73.98039974,40.613425123,POINT (-73.98039974 40.613425123),4820,043600,217.5707084357032
CH BUTCHER INC,-73.939645502,40.668495358,POINT (-73.939645502 40.668495357999994),2266,033702,220.85355220742227
CVS ALBANY LLC,-76.179432103,42.597273245,POINT (-76.179432103 42.597273245),4344,970600,535.4341496502891
DOLCO FOOD CORP,-73.840544165,40.685692551,POINT (-73.840544165 40.685692551),2193,011200,216.05094767354356
NATURAL FOODS TRADING NY INC,-73.491294316,40.726289964,POINT (-73.491294316 40.726289963999996),945,409000,767.3057382233773
F&R GOLDFISH CORP,-73.950238048,40.594335255,POINT (-73.950238048 40.594335255),2436,059403,202.03509425757082
WNY PALMYRA INC,-77.225348278,43.063791996,POINT (-77.225348278 43.06379199599999),2120,020700,1056.1396658799451
CUMBERLAND FARMS INC,-73.939703421,42.764907997,POINT (-73.939703421 42.76490799700001),2518,032901,1440.804498371797
SPEEDWAY LLC,-73.184875005,40.836428981,POINT (-73.184875005 40.83642898099998),324,135306,453.50688950070077
LISA DELI AND GROCERY INC,-73.898258346,40.69922681,POINT (-73.898258346 40.69922681),4043,055700,59.86572409321496
A&S BAGELS INC,-73.668083993,40.706633521,POINT (-73.668083993 40.706633521),919,405500,540.9207475019386
SPEEDWAY LLC,-74.160139176,40.626872084,POINT (-74.16013917600002 40.626872084),3525,030302,389.45973294268185
OM SAI MART INC,-74.735756905,41.773924093,POINT (-74.735756905 41.773924093),4180,950702,2698.2491838066926
MODEL ORGANIC FARM FOUNDATION THE,-73.534752975,41.897755271,POINT (-73.534752975 41.89775527100001),1548,100000,5224.305554277234
LA POTENCIA DELI GROCERY STORE CORP,-73.913080149,40.831042966,POINT (-73.913080149 40.83104296599999),670,017500,54.01151972873882
ALDI INC,-73.4811269,44.698680912,POINT (-73.4811269 44.69868091199999),4390,101000,770.2012249877208
MORENITA DELI & GROCERY CORP,-73.881879269,40.830828264,POINT (-73.881879269 40.83082826399999),525,005400,209.6462578186041
THREE AUNTIES INC,-73.903401482,40.744668921,POINT (-73.903401482 40.74466892099999),1455,024900,186.95986823796474
FISH PLACE OF COPIAGUE CORP THE,-73.398372621,40.693000523,POINT (-73.398372621 40.693000522999995),409,123203,574.4076151000932
BUSY BEE STORES CORP,-73.228779814,40.731050801,POINT (-73.228779814 40.731050801),271,147301,1120.4820975096684
BROIKOU MICHAEL,-77.429891777,43.214654645,POINT (-77.429891777 43.214654644999996),1600,011403,385.0056120648693
ROYAL AFRICAN & CARIBBEAN FOOD INC,-73.883315508,40.867651306,POINT (-73.883315508 40.867651306000006),616,041500,273.13303407332444
1781 LEX GROCERY CORP,-73.944099561,40.795003465,POINT (-73.944099561 40.79500346499999),3629,017200,157.05461457617767
AS FULTON FOOD CORP,-73.949247559,40.680502644,POINT (-73.949247559 40.68050264400001),3887,024700,117.63588270723369
ECKERD CORP,-76.273472279,43.039884462,POINT (-76.273472279 43.039884462),1329,012400,1373.649364649894
STOP&SHOP SUPERMARKET CO LLC THE,-73.534379142,40.857514358,POINT (-73.534379142 40.857514357999996),961,518100,1002.1115495115293
CANZONA MARKET LTD,-73.919720209,41.035067207,POINT (-73.919720209 41.035067207),3677,013300,892.5347569230847
DOLGEN NEW YORK LLC,-73.911382562,41.745516817,POINT (-73.911382562 41.745516816999995),1052,070401,640.5808230309198
120 FRESH MARKET INC,-73.82308114,40.686810026,POINT (-73.82308114 40.686810025999996),2190,010600,202.4169522233349
TOPS MARKETS LLC,-73.899438015,41.947292235,POINT (-73.899438015 41.94729223499999),211,160003,2010.347466573738
124 MEAT FOOD CORP,-73.906529105,40.862653973,POINT (-73.906529105 40.862653973),2567,025300,247.23252707523346
TIENDITA HISPANA CORP,-73.258311019,40.886471528,POINT (-73.258311019 40.886471527999994),1758,134702,941.6996061503797
MIN ASIAN MARKET LLC,-78.890420384,42.917092095,POINT (-78.890420384 42.917092095),1394,006100,524.1306378164726
VERONA OIL CO INC,-75.0223881,41.970066841,POINT (-75.0223881 41.97006684099999),3835,971300,9554.216446413542
756 JOMO FOOD CORP,-73.943140252,40.825953768,POINT (-73.943140252 40.82595376799999),1550,023100,81.55189775496052
HOT TIMES GROCERY CORP,-73.904300357,40.858397978,POINT (-73.904300357 40.85839797799999),2559,023900,133.58527074614517
BEYOND NATURAL MARKET INC,-73.94128869,40.707645971,POINT (-73.94128869 40.70764597099999),2451,049302,86.50072910533758
ALAM & BROTHERS INC,-73.922222962,40.743870042,POINT (-73.922222962 40.743870042000005),1195,018102,46.982653675228555
CARNICERIA EL TORITO CORP,-73.89431684,40.850991309,POINT (-73.89431684 40.850991309000015),3189,037504,158.36987490913327
I HOME WOOD CORP,-74.107406612,41.518797694,POINT (-74.107406612 41.51879769400001),1650,010501,534.1660736083661
FAMILY DOLLAR STORES OF NEW YORK LLC,-77.579579408,43.169243547,POINT (-77.579579408 43.16924354700001),2812,005600,235.60361320207005
FERNANDEZ & FERNANDEZ DELI GROCERY CORP,-74.160272616,40.631707898,POINT (-74.160272616 40.631707898),1824,031901,301.29109421088185
ASIA SUPPLY CO INC,-73.91421355,40.717078923,POINT (-73.91421355 40.71707892300001),2240,053501,151.75357690575868
DOLGEN NEW YORK LLC,-75.752750484,43.070655224,POINT (-75.752750484 43.070655224),2371,030300,1033.8978961822038
